"Microsoft Corporation"
"Date","High","Low","Close","Volume"
"20 Jun 86", 31.500, 31.250, 31.375, 13200
"23 Jun 86", 31.750, 30.750, 31.750, 160400
"24 Jun 86", 32.000, 31.250, 31.500, 50600
"25 Jun 86", 31.750, 31.000, 31.000, 52900
"26 Jun 86", 31.250, 30.000, 30.000, 66500
"27 Jun 86", 30.250, 29.500, 29.750, 36100
"30 Jun 86", 31.500, 29.500, 30.750, 216400
"01 Jul 86", 30.750, 30.500, 30.750, 165200
"02 Jul 86", 30.750, 30.500, 30.750, 182700
"03 Jul 86", 31.500, 31.000, 31.250, 49100
"07 Jul 86", 31.250, 30.000, 30.000, 48800
"08 Jul 86", 30.000, 29.000, 29.250, 49500
"09 Jul 86", 29.250, 27.750, 28.000, 160200
"10 Jul 86", 28.250, 26.000, 27.500, 162800
"11 Jul 86", 28.500, 27.250, 28.000, 60400
"14 Jul 86", 28.250, 27.250, 27.625, 99300
"15 Jul 86", 28.500, 27.250, 28.000, 45800
"16 Jul 86", 29.000, 28.250, 29.000, 32500
"17 Jul 86", 29.500, 28.750, 29.500, 24100
"18 Jul 86", 30.000, 28.750, 29.750, 42800
"21 Jul 86", 30.250, 29.750, 29.750, 12200
"22 Jul 86", 30.750, 29.750, 30.750, 36500
"23 Jul 86", 31.250, 30.000, 30.000, 72200
"24 Jul 86", 31.500, 30.500, 31.000, 49000
"25 Jul 86", 31.500, 31.000, 31.500, 71000
"28 Jul 86", 31.750, 30.500, 30.500, 41000
"29 Jul 86", 30.750, 29.250, 29.750, 48800
"30 Jul 86", 29.750, 27.750, 28.750, 91700
"31 Jul 86", 29.000, 28.500, 28.500, 54300
"01 Aug 86", 28.750, 28.000, 28.250, 44800
"04 Aug 86", 28.250, 27.500, 28.250, 43200
"05 Aug 86", 28.500, 28.000, 28.000, 9800
"06 Aug 86", 28.250, 27.250, 27.250, 60600
"07 Aug 86", 28.000, 27.250, 27.500, 12700
"08 Aug 86", 28.250, 27.500, 27.750, 14400
"11 Aug 86", 29.000, 28.250, 28.750, 27600
"12 Aug 86", 29.500, 28.750, 29.500, 34700
"13 Aug 86", 29.750, 29.250, 29.750, 23900
"14 Aug 86", 30.750, 29.750, 30.500, 69900
"15 Aug 86", 30.750, 30.250, 30.625, 21200
"18 Aug 86", 30.750, 30.250, 30.250, 44400
"19 Aug 86", 30.375, 29.750, 30.250, 70800
"20 Aug 86", 30.250, 30.000, 30.000, 72100
"21 Aug 86", 30.500, 30.000, 30.000, 172000
"22 Aug 86", 30.250, 29.000, 29.500, 20000
"25 Aug 86", 29.500, 29.000, 29.500, 8400
"26 Aug 86", 29.500, 29.250, 29.250, 37700
"27 Aug 86", 29.500, 29.000, 29.250, 33100
"28 Aug 86", 29.500, 29.250, 29.250, 11900
"29 Aug 86", 29.500, 28.000, 28.500, 88300
"02 Sep 86", 28.500, 27.375, 27.750, 18100
"03 Sep 86", 27.500, 26.250, 27.000, 63600
"04 Sep 86", 29.250, 27.500, 29.250, 136900
"05 Sep 86", 30.500, 29.000, 30.250, 91500
"08 Sep 86", 30.750, 30.250, 30.250, 33400
"09 Sep 86", 31.500, 30.250, 30.750, 130300
"10 Sep 86", 31.000, 30.250, 30.250, 37800
"11 Sep 86", 30.500, 29.000, 29.000, 123300
"12 Sep 86", 29.250, 28.250, 28.250, 84900
"15 Sep 86", 28.750, 27.750, 28.750, 78100
"16 Sep 86", 29.000, 28.250, 28.750, 18000
"17 Sep 86", 30.000, 28.500, 29.500, 26800
"18 Sep 86", 30.250, 29.500, 29.750, 18600
"19 Sep 86", 30.000, 29.500, 29.750, 8700
"22 Sep 86", 29.750, 29.500, 29.500, 15600
"23 Sep 86", 30.250, 29.500, 30.000, 20700
"24 Sep 86", 30.000, 29.500, 29.625, 16600
"25 Sep 86", 29.750, 29.000, 29.000, 17900
"26 Sep 86", 29.250, 28.750, 29.000, 8100
"29 Sep 86", 29.000, 28.250, 28.250, 21500
"30 Sep 86", 28.750, 28.250, 28.250, 18000
"01 Oct 86", 28.750, 27.500, 28.000, 112600
"02 Oct 86", 28.500, 27.750, 28.000, 78900
"03 Oct 86", 28.500, 28.000, 28.250, 51100
"06 Oct 86", 31.000, 29.000, 30.500, 296300
"07 Oct 86", 31.750, 30.500, 31.125, 207600
"08 Oct 86", 32.375, 30.750, 32.000, 415300
"09 Oct 86", 33.750, 32.000, 33.000, 321400
"10 Oct 86", 35.250, 32.500, 34.500, 266500
"13 Oct 86", 34.500, 33.250, 33.250, 94200
"14 Oct 86", 33.750, 33.250, 33.500, 44700
"15 Oct 86", 35.500, 33.500, 35.000, 220600
"16 Oct 86", 35.250, 34.750, 35.000, 75900
"17 Oct 86", 36.250, 35.000, 36.000, 432100
"20 Oct 86", 36.750, 35.250, 36.250, 151200
"21 Oct 86", 37.750, 36.500, 37.750, 390200
"22 Oct 86", 38.125, 37.500, 37.750, 189500
"23 Oct 86", 38.000, 37.375, 37.750, 244600
"24 Oct 86", 37.750, 36.500, 37.500, 352000
"27 Oct 86", 38.750, 37.750, 38.750, 436300
"28 Oct 86", 40.250, 38.750, 39.625, 495300
"29 Oct 86", 39.750, 38.000, 38.500, 184800
"30 Oct 86", 39.750, 38.250, 39.250, 154100
"31 Oct 86", 39.750, 38.500, 38.750, 221300
"03 Nov 86", 39.750, 39.000, 39.500, 146500
"04 Nov 86", 41.000, 39.500, 41.000, 188900
"05 Nov 86", 43.750, 40.750, 43.500, 156600
"06 Nov 86", 45.500, 43.250, 44.500, 252000
"07 Nov 86", 44.750, 43.500, 44.250, 153900
"10 Nov 86", 44.250, 42.250, 42.500, 99600
"11 Nov 86", 43.250, 42.750, 42.750, 41300
"12 Nov 86", 43.500, 42.250, 42.750, 118600
"13 Nov 86", 43.000, 42.000, 42.125, 104900
"14 Nov 86", 42.500, 41.250, 42.500, 65000
"17 Nov 86", 43.250, 42.000, 42.750, 84400
"18 Nov 86", 43.000, 40.500, 40.500, 207200
"19 Nov 86", 42.250, 40.500, 42.000, 169200
"20 Nov 86", 45.250, 42.000, 45.250, 340900
"21 Nov 86", 47.250, 45.500, 46.750, 316200
"24 Nov 86", 50.750, 45.250, 50.500, 603600
"25 Nov 86", 51.250, 50.250, 51.000, 332600
"26 Nov 86", 51.250, 50.500, 50.500, 134700
"28 Nov 86", 50.750, 49.250, 49.750, 143500
"01 Dec 86", 50.000, 48.500, 48.750, 139900
"02 Dec 86", 50.000, 49.000, 49.000, 99900
"03 Dec 86", 49.500, 48.500, 48.625, 122100
"04 Dec 86", 49.750, 48.250, 49.250, 147600
"05 Dec 86", 49.500, 49.000, 49.000, 373300
"08 Dec 86", 49.500, 47.750, 48.500, 78700
"09 Dec 86", 48.750, 48.000, 48.250, 55900
"10 Dec 86", 48.750, 47.750, 48.625, 95800
"11 Dec 86", 49.250, 48.500, 49.000, 40400
"12 Dec 86", 49.000, 47.250, 47.250, 87800
"15 Dec 86", 47.500, 45.500, 46.000, 176300
"16 Dec 86", 47.250, 46.250, 46.500, 268400
"17 Dec 86", 47.250, 46.500, 47.000, 81100
"18 Dec 86", 47.500, 46.750, 47.375, 44000
"19 Dec 86", 49.000, 47.500, 48.500, 196500
"22 Dec 86", 49.500, 48.500, 49.000, 63600
"23 Dec 86", 49.500, 49.000, 49.500, 82600
"24 Dec 86", 49.500, 49.500, 49.500, 20300
"26 Dec 86", 49.750, 49.250, 49.250, 12900
"29 Dec 86", 49.750, 47.250, 47.750, 93200
"30 Dec 86", 48.000, 46.750, 47.750, 88200
"31 Dec 86", 49.000, 47.750, 48.250, 81100
"02 Jan 87", 48.750, 47.500, 47.750, 43900
"05 Jan 87", 51.000, 47.500, 50.500, 168400
"06 Jan 87", 51.500, 50.250, 51.250, 139000
"07 Jan 87", 54.000, 51.250, 54.000, 211800
"08 Jan 87", 56.250, 54.250, 55.750, 213500
"09 Jan 87", 58.250, 55.500, 58.000, 221200
"12 Jan 87", 62.250, 57.500, 61.750, 447200
"13 Jan 87", 61.250, 59.000, 60.000, 265000
"14 Jan 87", 60.250, 58.750, 60.000, 241200
"15 Jan 87", 64.750, 60.000, 63.750, 406300
"16 Jan 87", 63.250, 60.500, 61.750, 227200
"19 Jan 87", 64.000, 60.500, 64.000, 306400
"20 Jan 87", 66.500, 63.750, 65.000, 332500
"21 Jan 87", 69.500, 63.750, 67.750, 374700
"22 Jan 87", 74.500, 65.750, 74.500, 402400
"23 Jan 87", 77.500, 67.750, 68.250, 1041200
"26 Jan 87", 69.500, 65.750, 68.750, 404700
"27 Jan 87", 72.500, 68.750, 71.500, 396200
"28 Jan 87", 72.750, 69.500, 71.750, 266400
"29 Jan 87", 72.500, 67.250, 68.750, 275100
"30 Jan 87", 73.250, 67.750, 73.125, 361700
"02 Feb 87", 74.500, 73.000, 73.000, 162900
"03 Feb 87", 73.750, 70.500, 71.750, 206000
"04 Feb 87", 72.250, 71.000, 72.000, 110200
"05 Feb 87", 72.500, 70.750, 71.500, 148100
"06 Feb 87", 71.750, 68.500, 68.750, 158400
"09 Feb 87", 68.750, 67.750, 68.250, 172500
"10 Feb 87", 68.500, 66.750, 68.500, 155100
"11 Feb 87", 71.750, 68.750, 71.750, 209400
"12 Feb 87", 77.125, 71.750, 76.750, 644900
"13 Feb 87", 77.750, 74.250, 76.000, 283900
"17 Feb 87", 76.750, 74.250, 76.500, 245600
"18 Feb 87", 77.750, 71.500, 71.750, 446500
"19 Feb 87", 71.500, 68.000, 68.750, 1103300
"20 Feb 87", 68.750, 67.000, 68.000, 305200
"23 Feb 87", 73.250, 66.500, 72.250, 437200
"24 Feb 87", 76.000, 72.500, 75.750, 419500
"25 Feb 87", 77.125, 74.000, 74.500, 225700
"26 Feb 87", 79.500, 73.000, 77.250, 504200
"27 Feb 87", 77.750, 74.500, 76.750, 180400
"02 Mar 87", 76.750, 74.000, 74.500, 276100
"03 Mar 87", 75.200, 73.500, 74.500, 281600
"04 Mar 87", 80.000, 74.500, 79.750, 340900
"05 Mar 87", 85.500, 79.750, 83.500, 445100
"06 Mar 87", 84.000, 81.250, 83.250, 220700
"09 Mar 87", 83.500, 81.500, 81.750, 132900
"10 Mar 87", 85.250, 81.500, 84.250, 257300
"11 Mar 87", 86.000, 84.500, 85.500, 152300
"12 Mar 87", 86.500, 83.500, 85.875, 247700
"13 Mar 87", 86.500, 81.000, 82.750, 365000
"16 Mar 87", 82.500, 79.750, 82.250, 307200
"17 Mar 87", 85.500, 82.000, 84.750, 187900
"18 Mar 87", 90.250, 85.500, 89.500, 414400
"19 Mar 87", 91.250, 88.000, 91.250, 218100
"20 Mar 87", 91.250, 89.750, 90.250, 132800
"23 Mar 87", 91.250, 88.750, 89.625, 234300
"24 Mar 87", 90.750, 87.500, 90.250, 241700
"25 Mar 87", 90.750, 89.250, 89.875, 117500
"26 Mar 87", 90.000, 89.000, 89.250, 115900
"27 Mar 87", 93.750, 89.750, 91.750, 419700
"30 Mar 87", 96.750, 88.500, 96.750, 642200
"31 Mar 87", 99.000, 95.500, 96.750, 435200
"01 Apr 87", 98.750, 90.500, 91.000, 900800
"02 Apr 87", 97.000, 92.500, 95.000, 555600
"03 Apr 87",100.250, 95.000, 99.750, 540300
"06 Apr 87",100.000, 97.500, 99.250, 343600
"07 Apr 87", 99.250, 94.000, 94.000, 256000
"08 Apr 87", 97.750, 94.000, 96.750, 368800
"09 Apr 87", 96.750, 94.250, 95.000, 248500
"10 Apr 87", 95.750, 94.750, 95.625, 150600
"13 Apr 87", 95.500, 92.000, 92.500, 174500
"14 Apr 87", 95.500, 91.000, 94.000, 303800
"15 Apr 87", 97.000, 94.750, 96.000, 333200
"16 Apr 87",100.500, 95.750, 98.500, 653100
"20 Apr 87", 99.500, 95.500, 95.750, 348300
"21 Apr 87", 98.000, 93.750, 97.250, 393000
"22 Apr 87", 98.750, 97.250, 98.500, 259300
"23 Apr 87", 99.500, 97.000, 98.500, 167800
"24 Apr 87", 99.500, 97.250, 99.000, 188100
"27 Apr 87", 99.750, 97.250, 99.000, 184400
"28 Apr 87",106.500, 98.000,106.250, 384800
"29 Apr 87",109.000,103.250,103.250, 295700
"30 Apr 87",106.250,101.750,104.000, 305700
"01 May 87",105.250,102.750,105.000, 131400
"04 May 87",107.750,104.500,107.000, 119900
"05 May 87",115.750,107.250,115.750, 385400
"06 May 87",116.750,112.500,113.000, 533000
"07 May 87",118.500,112.250,118.250,1005900
"08 May 87",128.250,118.500,126.500, 522000
"11 May 87",126.500,122.875,123.000, 443300
"12 May 87",124.250,117.000,118.750, 515500
"13 May 87",122.250,119.500,121.750, 254800
"14 May 87",125.000,121.750,122.750, 208200
"15 May 87",122.500,119.250,119.250, 292800
"18 May 87",119.250,112.000,115.250, 599300
"19 May 87",115.250,111.250,111.250, 272000
"20 May 87",110.750,107.250,109.500, 792900
"21 May 87",112.750,109.750,111.500, 324000
"22 May 87",112.000,107.750,108.250, 224400
"26 May 87",110.000,108.000,109.500, 162800
"27 May 87",112.000,109.000,109.500, 169300
"28 May 87",116.500,109.250,116.250, 377300
"29 May 87",118.250,115.000,115.250, 279100
"01 Jun 87",115.250,113.000,113.000, 105300
"02 Jun 87",114.750,111.000,112.500, 177000
"03 Jun 87",114.750,113.000,113.250, 75100
"04 Jun 87",113.250,111.750,112.500, 70800
"05 Jun 87",113.000,107.000,109.250, 205800
"08 Jun 87",110.000,107.500,109.750, 387400
"09 Jun 87",110.000,108.500,109.500, 59300
"10 Jun 87",109.500,101.250,103.500, 612000
"11 Jun 87",105.750, 97.250, 97.500, 933000
"12 Jun 87",101.500, 97.250, 98.500, 682100
"15 Jun 87", 99.750, 96.250, 98.250, 434800
"16 Jun 87",101.500, 98.000,100.250, 255300
"17 Jun 87",104.000,100.750,103.750, 246800
"18 Jun 87",105.000,102.000,104.875, 195100
"19 Jun 87",106.250,104.000,104.500, 141700
"22 Jun 87",105.000,103.000,103.750, 303600
"23 Jun 87",103.750,100.500,102.750, 349900
"24 Jun 87",106.000,103.250,104.750, 287100
"25 Jun 87",105.000,103.500,104.500, 152900
"26 Jun 87",105.250,103.750,104.750, 76200
"29 Jun 87",104.750,102.500,104.250, 89000
"30 Jun 87",104.750,101.750,102.000, 133100
"01 Jul 87",103.250,101.500,102.500, 76200
"02 Jul 87",102.750, 98.750,100.000, 197500
"06 Jul 87",101.000, 97.000, 97.500, 227900
"07 Jul 87", 97.250, 89.500, 90.250, 684300
"08 Jul 87", 94.750, 88.500, 93.250, 671700
"09 Jul 87", 98.000, 93.250, 95.750, 321900
"10 Jul 87", 97.500, 96.000, 97.000, 263300
"13 Jul 87", 99.500, 96.000, 99.250, 167800
"14 Jul 87",105.250, 99.500,105.000, 530600
"15 Jul 87",105.750,102.250,102.250, 336000
"16 Jul 87",103.000,100.000,102.000, 253400
"17 Jul 87",104.000,101.750,102.250, 178000
"20 Jul 87",102.000, 99.250, 99.500, 145900
"21 Jul 87",101.000, 98.500, 99.250, 126900
"22 Jul 87",100.500, 98.500,100.000, 185300
"23 Jul 87",100.000, 94.500, 97.750, 514600
"24 Jul 87", 99.500, 97.750, 98.500, 200500
"27 Jul 87", 99.750, 97.000, 99.750, 145200
"28 Jul 87",101.750, 99.250, 99.500, 132500
"29 Jul 87", 99.750, 97.750, 99.250, 96100
"30 Jul 87", 99.250, 96.000, 97.000, 192900
"31 Jul 87", 96.500, 92.000, 94.000, 648000
"03 Aug 87", 94.500, 91.250, 91.750, 404000
"04 Aug 87", 93.750, 91.750, 93.750, 469000
"05 Aug 87", 98.500, 93.750, 97.250, 733300
"06 Aug 87",101.625, 97.500,101.000, 529700
"07 Aug 87",104.500,100.750,103.500, 593800
"10 Aug 87",104.000,102.500,103.500, 196000
"11 Aug 87",104.500,101.000,101.500, 238000
"12 Aug 87",101.750,100.000,100.000, 147100
"13 Aug 87",104.500,100.000,103.000, 280000
"14 Aug 87",103.750,102.500,103.500, 176500
"17 Aug 87",104.250,103.000,104.250, 116900
"18 Aug 87",104.000,101.250,102.500, 163000
"19 Aug 87",102.500,100.750,102.500, 169800
"20 Aug 87",105.750,102.500,105.250, 285400
"21 Aug 87",108.250,105.000,107.000, 239500
"24 Aug 87",111.750,105.500,111.750, 339400
"25 Aug 87",116.750,111.500,114.750, 645700
"26 Aug 87",118.000,114.250,115.500, 396200
"27 Aug 87",116.250,114.250,115.750, 251500
"28 Aug 87",121.250,116.000,120.250, 398600
"31 Aug 87",120.250,116.750,118.750, 292800
"01 Sep 87",118.750,113.000,113.500, 325900
"02 Sep 87",115.250,112.250,115.000, 272200
"03 Sep 87",117.750,113.750,115.250, 246300
"04 Sep 87",115.500,111.750,112.000, 167900
"08 Sep 87",112.000,108.250,111.500, 334500
"09 Sep 87",114.000,111.500,112.750, 210800
"10 Sep 87",115.750,113.000,114.500, 202000
"11 Sep 87",116.500,114.000,116.250, 142500
"14 Sep 87",120.000,116.500,119.250, 328000
"15 Sep 87",119.500,116.250,117.875, 135600
"16 Sep 87",120.000,116.750,116.750, 200400
"17 Sep 87",117.500,113.750,116.000, 241100
"18 Sep 87",116.000,114.000,114.500, 109900
"SPLIT",2.0,0.0,0.0,0
"21 Sep 87", 57.250, 53.000, 53.500, 594100
"22 Sep 87", 57.750, 53.000, 57.250, 569500
"23 Sep 87", 60.375, 57.750, 60.250, 747900
"24 Sep 87", 63.250, 60.000, 61.250, 822500
"25 Sep 87", 65.000, 61.250, 62.000, 572800
"28 Sep 87", 65.250, 61.750, 64.000, 663500
"29 Sep 87", 65.250, 63.625, 64.250, 398700
"30 Sep 87", 66.625, 64.000, 66.250, 595000
"01 Oct 87", 68.750, 66.000, 68.500, 883500
"02 Oct 87", 72.750, 68.750, 72.500, 914200
"05 Oct 87", 79.000, 73.500, 79.000,1291400
"06 Oct 87", 79.250, 73.375, 73.750,1414000
"07 Oct 87", 75.250, 71.500, 73.000, 872500
"08 Oct 87", 74.250, 69.500, 72.000, 673200
"09 Oct 87", 75.250, 71.750, 71.750, 652000
"12 Oct 87", 73.000, 69.000, 71.500, 813800
"13 Oct 87", 74.000, 71.000, 73.250, 672300
"14 Oct 87", 74.750, 70.750, 71.250, 793200
"15 Oct 87", 72.750, 70.000, 70.500, 894600
"16 Oct 87", 70.750, 64.250, 64.750,1470400
"19 Oct 87", 64.750, 45.250, 45.250,1023700
"20 Oct 87", 52.000, 43.000, 47.750,2254500
"21 Oct 87", 60.500, 50.000, 56.750,1828400
"22 Oct 87", 58.000, 51.000, 53.250,1556000
"23 Oct 87", 53.000, 47.500, 48.250, 782900
"26 Oct 87", 48.000, 37.250, 39.250,1286000
"27 Oct 87", 43.000, 39.250, 41.250,1633500
"28 Oct 87", 42.500, 38.500, 41.250,1043100
"29 Oct 87", 48.750, 41.250, 47.750,1165800
"30 Oct 87", 52.250, 48.500, 49.750,1169700
"02 Nov 87", 51.000, 48.500, 50.250, 589200
"03 Nov 87", 50.000, 43.750, 48.000, 807100
"04 Nov 87", 50.750, 46.000, 48.750, 666100
"05 Nov 87", 51.250, 48.750, 50.500, 565500
"06 Nov 87", 50.500, 47.000, 47.500, 523300
"09 Nov 87", 47.500, 45.500, 47.000, 319400
"10 Nov 87", 48.500, 45.500, 47.000, 633100
"11 Nov 87", 49.250, 47.250, 49.000, 379300
"12 Nov 87", 52.000, 49.000, 50.000, 696200
"13 Nov 87", 50.250, 48.250, 48.250, 406200
"16 Nov 87", 49.750, 47.500, 47.750, 413000
"17 Nov 87", 47.500, 45.250, 46.750, 481400
"18 Nov 87", 48.000, 45.000, 48.000, 620200
"19 Nov 87", 48.500, 46.000, 46.250, 521000
"20 Nov 87", 47.750, 44.750, 47.500, 572700
"23 Nov 87", 48.750, 47.000, 47.750, 310000
"24 Nov 87", 49.000, 45.500, 47.500, 501600
"25 Nov 87", 47.750, 46.000, 46.000, 223300
"27 Nov 87", 46.250, 45.000, 45.250, 127200
"30 Nov 87", 45.000, 40.500, 44.750,1151100
"01 Dec 87", 45.750, 43.000, 43.750, 510700
"02 Dec 87", 44.750, 42.750, 44.000, 475800
"03 Dec 87", 44.750, 40.250, 40.375, 886600
"04 Dec 87", 42.375, 40.000, 42.000, 848800
"07 Dec 87", 43.750, 42.250, 43.250, 459800
"08 Dec 87", 47.500, 43.000, 47.500, 781400
"09 Dec 87", 48.250, 46.000, 46.250, 379400
"10 Dec 87", 49.500, 44.250, 47.500,1153900
"11 Dec 87", 48.500, 46.750, 48.000, 503300
"14 Dec 87", 51.000, 47.750, 50.750, 660500
"15 Dec 87", 51.875, 50.000, 51.250, 779300
"16 Dec 87", 54.750, 50.250, 54.250, 732900
"17 Dec 87", 54.750, 51.750, 52.000, 653900
"18 Dec 87", 53.750, 52.000, 52.000, 364500
"21 Dec 87", 53.500, 50.750, 51.500, 355300
"22 Dec 87", 53.000, 50.000, 52.500, 290100
"23 Dec 87", 53.750, 52.250, 53.250, 421600
"24 Dec 87", 53.500, 53.250, 53.250,  88000
"28 Dec 87", 53.250, 50.000, 51.250, 352200
"29 Dec 87", 55.000, 50.500, 54.500, 588500
"30 Dec 87", 56.000, 54.250, 55.750, 491000
"31 Dec 87", 55.750, 53.750, 54.250, 427400
" 4 Jan 88", 56.500, 54.500, 56.000, 766300
" 5 Jan 88", 58.000, 56.500, 57.000,1080900
" 6 Jan 88", 59.750, 57.000, 58.500, 845000
" 7 Jan 88", 60.625, 57.500, 60.500, 629700
" 8 Jan 88", 61.750, 55.625, 56.000,1019100
"11 Jan 88", 58.000, 54.750, 57.875, 997000
"12 Jan 88", 58.500, 54.250, 56.750,1173600
"13 Jan 88", 58.500, 54.750, 56.750, 667700
"14 Jan 88", 58.000, 56.000, 56.250, 282000
"15 Jan 88", 59.250, 57.750, 57.750, 640100
"18 Jan 88", 58.000, 56.250, 57.250, 208600
"19 Jan 88", 58.250, 55.750, 57.250, 329300
"20 Jan 88", 57.250, 52.500, 54.000,1460100
"21 Jan 88", 56.250, 54.250, 55.000, 869300
"22 Jan 88", 56.125, 52.750, 53.875, 522900
"25 Jan 88", 56.250, 54.250, 55.750, 524300
"26 Jan 88", 55.875, 54.250, 54.500, 302500
"27 Jan 88", 56.250, 55.750, 55.750, 697300
"28 Jan 88", 56.750, 56.000, 56.500, 203600
"29 Jan 88", 57.000, 54.500, 55.750, 465600
"01 Feb 88", 57.000, 55.000, 55.250, 338400
"02 Feb 88", 56.000, 54.750, 55.750, 421900
"03 Feb 88", 55.750, 52.250, 52.750, 526400
"04 Feb 88", 53.250, 49.750, 51.000, 799600
"05 Feb 88", 53.500, 51.250, 51.500, 653500
"08 Feb 88", 52.500, 50.750, 51.750, 506100
"09 Feb 88", 53.000, 52.000, 52.750, 346800
"10 Feb 88", 54.000, 52.500, 53.750, 534900
"11 Feb 88", 54.750, 53.750, 54.750, 482200
"12 Feb 88", 56.250, 54.500, 55.250, 557100
"16 Feb 88", 57.750, 54.500, 57.500, 467600
"17 Feb 88", 58.750, 57.250, 57.500, 703600
"18 Feb 88", 59.000, 57.000, 58.000, 584400
"19 Feb 88", 58.750, 57.750, 58.750, 369200
"22 Feb 88", 59.000, 58.000, 58.750, 362700
"23 Feb 88", 60.000, 58.750, 59.500, 637000
"24 Feb 88", 60.750, 59.500, 59.875, 553500
"25 Feb 88", 60.500, 57.875, 58.125, 427500
"26 Feb 88", 58.750, 57.250, 58.250, 207800
"29 Feb 88", 59.500, 58.000, 59.375, 273100
"01 Mar 88", 60.000, 58.500, 59.000, 300700
"02 Mar 88", 60.750, 58.750, 59.500, 471500
"03 Mar 88", 61.500, 59.750, 61.000, 581000
"04 Mar 88", 61.250, 59.750, 60.750, 474700
"07 Mar 88", 62.750, 60.750, 62.625, 541400
"08 Mar 88", 64.750, 62.750, 63.500, 672900
"09 Mar 88", 64.500, 63.500, 64.000, 567600
"10 Mar 88", 65.000, 62.375, 62.750, 680200
"11 Mar 88", 63.000, 61.000, 62.500, 585400
"14 Mar 88", 63.750, 61.500, 63.625, 321200
"15 Mar 88", 63.750, 62.250, 62.500, 303900
"16 Mar 88", 64.750, 62.000, 64.750, 378800
"17 Mar 88", 65.500, 63.750, 63.875, 871200
"18 Mar 88", 64.000, 58.250, 58.250,1183700
"21 Mar 88", 58.750, 56.750, 58.750,1385400
"22 Mar 88", 60.750, 58.750, 60.250, 804400
"23 Mar 88", 62.375, 58.750, 59.000,1052100
"24 Mar 88", 58.750, 55.750, 56.500,1118100
"25 Mar 88", 57.625, 55.750, 56.125, 328700
"28 Mar 88", 57.000, 55.000, 56.875, 466300
"29 Mar 88", 58.250, 56.250, 56.500, 560500
"30 Mar 88", 57.000, 54.250, 54.750, 698400
"31 Mar 88", 56.500, 54.500, 56.500, 354000
"04 Apr 88", 56.500, 54.500, 55.250, 331400
"05 Apr 88", 56.000, 54.500, 56.000, 290000
"06 Apr 88", 58.250, 55.750, 58.125, 522900
"07 Apr 88", 58.750, 57.250, 57.250, 520300
"08 Apr 88", 58.500, 57.500, 58.000, 402600
"11 Apr 88", 58.500, 57.000, 57.500, 280600
"12 Apr 88", 57.750, 55.000, 55.750, 364200
"13 Apr 88", 57.000, 55.500, 57.000, 292100
"14 Apr 88", 56.500, 52.750, 53.000, 764100
"15 Apr 88", 55.000, 52.750, 54.250, 791200
"18 Apr 88", 55.250, 53.750, 54.750, 333700
"19 Apr 88", 57.000, 54.000, 54.250, 526200
"20 Apr 88", 55.000, 53.750, 54.500, 454200
"21 Apr 88", 55.500, 53.750, 54.375, 444300
"22 Apr 88", 55.750, 54.500, 55.250, 235600
"25 Apr 88", 55.750, 54.750, 55.125, 162400
"26 Apr 88", 56.500, 55.250, 55.750, 322600
"27 Apr 88", 56.000, 54.250, 55.500, 332600
"28 Apr 88", 55.750, 55.000, 55.375, 197700
"29 Apr 88", 55.000, 54.250, 54.500, 449800
"02 May 88", 55.250, 53.500, 55.000, 342100
"03 May 88", 57.000, 55.250, 56.500, 435700
"04 May 88", 57.750, 56.000, 57.125, 521900
"05 May 88", 57.250, 56.250, 57.000, 172800
"06 May 88", 58.000, 56.750, 57.250, 305400
"09 May 88", 58.250, 56.750, 57.250, 241600
"10 May 88", 57.625, 56.250, 57.000, 325200
"11 May 88", 56.500, 55.000, 55.750, 413100
"12 May 88", 56.500, 55.500, 56.000, 183400
"13 May 88", 57.000, 56.250, 56.750, 124400
"16 May 88", 58.875, 56.750, 58.250, 415200
"17 May 88", 59.250, 58.000, 58.000, 489100
"18 May 88", 58.375, 56.500, 56.750, 565100
"19 May 88", 57.250, 55.750, 57.000, 400900
"20 May 88", 57.750, 56.000, 56.250, 295300
"23 May 88", 56.500, 54.500, 55.000, 348800
"24 May 88", 56.750, 54.750, 56.750, 384200
"25 May 88", 57.000, 55.500, 55.750, 372100
"26 May 88", 57.000, 55.750, 56.125, 301300
"27 May 88", 56.250, 55.500, 55.500, 230200
"31 May 88", 58.250, 55.250, 58.000, 305900
"01 Jun 88", 60.000, 57.750, 59.250, 665200
"02 Jun 88", 60.000, 58.750, 59.000, 439100
"03 Jun 88", 59.750, 58.750, 59.500, 241900
"06 Jun 88", 61.000, 59.250, 60.750, 567700
"07 Jun 88", 62.000, 60.375, 61.000, 570600
"08 Jun 88", 62.500, 60.750, 62.000, 460300
"09 Jun 88", 62.875, 61.625, 61.750, 481500
"10 Jun 88", 62.750, 61.250, 62.250, 312900
"13 Jun 88", 63.000, 62.250, 62.375, 216100
"14 Jun 88", 63.500, 62.750, 63.000, 419300
"15 Jun 88", 64.000, 62.500, 64.000, 354400
"16 Jun 88", 63.750, 63.000, 63.500, 506900
"17 Jun 88", 64.250, 62.750, 63.000, 292400
"20 Jun 88", 63.000, 62.000, 62.750, 195400
"21 Jun 88", 64.000, 62.500, 64.000, 275800
"22 Jun 88", 67.500, 64.375, 67.000, 884200
"23 Jun 88", 67.250, 65.750, 66.000, 285100
